counter,discarded,gen_time,arrival_time,discard_time,prod_time
4,1,3272.92,3272.92,3275.87,-1
5,0,3273.86,3273.86,-1,3276.43
5,0,3274.4,3274.4,-1,3276.79
5,0,3273.27,3273.27,-1,3276.94
1,1,3276.79,3276.79,3277.54,-1
5,0,3275.87,3275.87,-1,3277.66
4,1,3274.93,3274.93,3278.93,-1
2,1,3277.54,3277.54,3279.01,-1
5,0,3276.94,3276.94,-1,3279.24
3,1,3276.43,3276.43,3279.29,-1
0,1,3279.24,3279.24,3279.37,-1
1,1,3279.01,3279.01,3279.94,-1
1,1,3279.37,3279.37,3280.34,-1
5,0,3279.29,3279.29,-1,3281.18
3,1,3277.66,3277.66,3281.28,-1
5,0,3278.93,3278.93,-1,3281.61
5,0,3279.94,3279.94,-1,3282.2
5,0,3280.34,3280.34,-1,3282.58
0,1,3282.58,3282.58,3282.63,-1
3,1,3281.18,3281.18,3283.02,-1
0,1,3282.63,3282.63,3283.62,-1
1,1,3282.2,3282.2,3283.71,-1
5,0,3281.61,3281.61,-1,3283.9
5,0,3281.28,3281.28,-1,3284.02
0,1,3283.9,3283.9,3284.05,-1
5,0,3283.71,3283.71,-1,3285.95
5,0,3283.62,3283.62,-1,3286.03
5,0,3283.02,3283.02,-1,3286.08
5,0,3284.05,3284.05,-1,3286.28
5,0,3286.03,3286.03,-1,3287.62
5,0,3284.02,3284.02,-1,3287.82
5,0,3286.28,3286.28,-1,3287.93
5,0,3285.95,3285.95,-1,3288.45
5,0,3286.08,3286.08,-1,3289.26
5,0,3287.62,3287.62,-1,3289.6
5,0,3288.45,3288.45,-1,3289.99
4,1,3287.82,3287.82,3290.2,-1
5,0,3287.93,3287.93,-1,3291.45
5,0,3290.2,3290.2,-1,3291.7
3,1,3289.26,3289.26,3291.72,-1
5,0,3289.6,3289.6,-1,3291.87
1,1,3291.87,3291.87,3292.15,-1
1,1,3291.7,3291.7,3292.74,-1
4,1,3291.45,3291.45,3293.27,-1
5,0,3289.99,3289.99,-1,3293.41
0,1,3293.41,3293.41,3293.88,-1
5,0,3291.72,3291.72,-1,3293.9
2,1,3293.27,3293.27,3294.09,-1
5,0,3292.15,3292.15,-1,3294.12
5,0,3292.74,3292.74,-1,3294.87
3,1,3294.12,3294.12,3296.22,-1
5,0,3293.88,3293.88,-1,3296.32
5,0,3293.9,3293.9,-1,3296.41
5,0,3294.09,3294.09,-1,3296.52
3,1,3294.87,3294.87,3296.66,-1
5,0,3296.41,3296.41,-1,3298.23
5,0,3296.32,3296.32,-1,3298.34
5,0,3296.66,3296.66,-1,3298.95
5,0,3296.22,3296.22,-1,3299.05
5,0,3296.52,3296.52,-1,3299.32
1,1,3299.05,3299.05,3299.38,-1
2,1,3298.23,3298.23,3299.76,-1
3,1,3299.32,3299.32,3300.04,-1
3,1,3298.34,3298.34,3300.63,-1
0,1,3300.63,3300.63,3300.89,-1
5,0,3298.95,3298.95,-1,3301.22
5,0,3299.38,3299.38,-1,3301.73
5,0,3301.22,3301.22,-1,3301.96
5,0,3299.76,3299.76,-1,3302.7
5,0,3300.04,3300.04,-1,3302.95
1,1,3301.96,3301.96,3303.06,-1
5,0,3300.89,3300.89,-1,3303.57
5,0,3301.73,3301.73,-1,3303.8
2,1,3302.95,3302.95,3303.9,-1
5,0,3303.06,3303.06,-1,3305.51
5,0,3303.8,3303.8,-1,3305.63
5,0,3302.7,3302.7,-1,3305.82
5,0,3303.57,3303.57,-1,3306.78
5,0,3303.9,3303.9,-1,3306.91
5,0,3305.82,3305.82,-1,3307.16
5,0,3305.51,3305.51,-1,3308.05
1,1,3307.16,3307.16,3308.14,-1
5,0,3305.63,3305.63,-1,3308.46
5,0,3306.78,3306.78,-1,3308.61
0,1,3308.14,3308.14,3308.63,-1
4,1,3306.91,3306.91,3309.11,-1
1,1,3308.05,3308.05,3309.4,-1
0,1,3308.63,3308.63,3309.47,-1
1,1,3309.11,3309.11,3310.19,-1
5,0,3309.4,3309.4,-1,3310.92
5,0,3308.61,3308.61,-1,3311.2
5,0,3308.46,3308.46,-1,3311.23
3,1,3309.47,3309.47,3311.28,-1
2,1,3311.23,3311.23,3312.26,-1
4,1,3310.19,3310.19,3312.6,-1
4,1,3310.92,3310.92,3313.39,-1
5,0,3311.28,3311.28,-1,3313.91
1,1,3313.39,3313.39,3314.12,-1
5,0,3311.2,3311.2,-1,3314.12
5,0,3312.6,3312.6,-1,3314.17
5,0,3312.26,3312.26,-1,3314.94
5,0,3314.17,3314.17,-1,3315.77
5,0,3314.12,3314.12,-1,3316.18
4,1,3314.12,3314.12,3316.75,-1
1,1,3315.77,3315.77,3317.26,-1
0,1,3317.26,3317.26,3317.58,-1
5,0,3313.91,3313.91,-1,3317.66
2,1,3316.75,3316.75,3318.04,-1
5,0,3314.94,3314.94,-1,3318.14
0,1,3318.04,3318.04,3318.35,-1
0,1,3317.66,3317.66,3318.41,-1
5,0,3316.18,3316.18,-1,3319.41
5,0,3318.41,3318.41,-1,3319.99
5,0,3317.58,3317.58,-1,3320.41
4,1,3318.14,3318.14,3320.46,-1
4,1,3318.35,3318.35,3322.23,-1
5,0,3319.41,3319.41,-1,3322.31
5,0,3319.99,3319.99,-1,3323.22
5,0,3320.41,3320.41,-1,3323.35
5,0,3320.46,3320.46,-1,3324.15
5,0,3322.31,3322.31,-1,3324.72
5,0,3322.23,3322.23,-1,3324.97
2,1,3324.15,3324.15,3325.53,-1
5,0,3323.35,3323.35,-1,3325.87
5,0,3323.22,3323.22,-1,3326.21
5,0,3324.72,3324.72,-1,3327.31
4,1,3325.53,3325.53,3327.43,-1
5,0,3324.97,3324.97,-1,3327.75
3,1,3327.43,3327.43,3328.77,-1
4,1,3325.87,3325.87,3328.99,-1
0,1,3328.77,3328.77,3329.06,-1
0,1,3329.06,3329.06,3329.22,-1
5,0,3327.75,3327.75,-1,3329.29
5,0,3327.31,3327.31,-1,3329.53
5,0,3326.21,3326.21,-1,3329.64
1,1,3329.64,3329.64,3330.21,-1
5,0,3329.29,3329.29,-1,3331.5
5,0,3329.53,3329.53,-1,3331.54
5,0,3330.21,3330.21,-1,3332.04
0,1,3332.04,3332.04,3332.11,-1
5,0,3328.99,3328.99,-1,3332.16
5,0,3329.22,3329.22,-1,3332.59
1,1,3331.54,3331.54,3332.91,-1
3,1,3332.16,3332.16,3334.29,-1
5,0,3331.5,3331.5,-1,3334.37
5,0,3332.59,3332.59,-1,3334.89
5,0,3332.11,3332.11,-1,3335.03
5,0,3332.91,3332.91,-1,3335.94
2,1,3334.37,3334.37,3336.12,-1
5,0,3334.29,3334.29,-1,3336.54
0,1,3336.54,3336.54,3336.79,-1
4,1,3334.89,3334.89,3337.03,-1
5,0,3335.03,3335.03,-1,3337.85
5,0,3336.12,3336.12,-1,3337.92
5,0,3335.94,3335.94,-1,3338.05
5,0,3336.79,3336.79,-1,3339.34
4,1,3337.92,3337.92,3339.48,-1
5,0,3337.85,3337.85,-1,3339.97
5,0,3338.05,3338.05,-1,3340.24
5,0,3337.03,3337.03,-1,3340.44
5,0,3339.48,3339.48,-1,3340.97
5,0,3339.34,3339.34,-1,3341.45
1,1,3341.45,3341.45,3342.43,-1
5,0,3339.97,3339.97,-1,3342.44
5,0,3340.97,3340.97,-1,3342.64
0,1,3342.44,3342.44,3343.09,-1
4,1,3340.24,3340.24,3343.41,-1
5,0,3340.44,3340.44,-1,3344.4
5,0,3342.64,3342.64,-1,3344.51
5,0,3343.41,3343.41,-1,3344.91
5,0,3342.43,3342.43,-1,3345.48
5,0,3343.09,3343.09,-1,3346.03
0,1,3346.03,3346.03,3346.2,-1
5,0,3344.4,3344.4,-1,3346.33
5,0,3344.91,3344.91,-1,3347.19
1,1,3347.19,3347.19,3347.81,-1
5,0,3344.51,3344.51,-1,3347.87
0,1,3347.87,3347.87,3347.87,-1
5,0,3345.48,3345.48,-1,3349.36
4,1,3346.2,3346.2,3349.52,-1
3,1,3347.81,3347.81,3349.97,-1
5,0,3346.33,3346.33,-1,3350.05
5,0,3347.87,3347.87,-1,3350.25
1,1,3349.97,3349.97,3350.94,-1
5,0,3349.36,3349.36,-1,3351.53
0,1,3351.53,3351.53,3351.55,-1
5,0,3349.52,3349.52,-1,3352.82
5,0,3350.05,3350.05,-1,3353
5,0,3350.25,3350.25,-1,3353.6
5,0,3350.94,3350.94,-1,3353.64
5,0,3351.55,3351.55,-1,3354.43
5,0,3353,3353,-1,3354.97
3,1,3352.82,3352.82,3355.05,-1
5,0,3353.64,3353.64,-1,3355.41
5,0,3353.6,3353.6,-1,3355.67
5,0,3354.43,3354.43,-1,3356.49
3,1,3355.67,3355.67,3356.66,-1
5,0,3355.05,3355.05,-1,3356.67
5,0,3354.97,3354.97,-1,3357.24
5,0,3355.41,3355.41,-1,3358.05
3,1,3356.49,3356.49,3358.07,-1
5,0,3356.67,3356.67,-1,3358.86
5,0,3357.24,3357.24,-1,3358.92
5,0,3356.66,3356.66,-1,3359.04
5,0,3358.07,3358.07,-1,3359.37
5,0,3358.05,3358.05,-1,3359.71
5,0,3359.04,3359.04,-1,3361.19
3,1,3359.37,3359.37,3361.34,-1
5,0,3358.92,3358.92,-1,3361.4
4,1,3358.86,3358.86,3361.67,-1
3,1,3359.71,3359.71,3362.07,-1
1,1,3361.19,3361.19,3362.14,-1
5,0,3361.4,3361.4,-1,3364.2
5,0,3361.67,3361.67,-1,3364.29
5,0,3361.34,3361.34,-1,3364.34
5,0,3362.14,3362.14,-1,3364.83
5,0,3362.07,3362.07,-1,3365.28
0,1,3364.34,3364.34,3365.34,-1
1,1,3364.2,3364.2,3365.35,-1
0,1,3364.83,3364.83,3365.61,-1
5,0,3364.29,3364.29,-1,3366.36
1,1,3365.34,3365.34,3366.54,-1
2,1,3365.28,3365.28,3367.2,-1
2,1,3366.36,3366.36,3368.26,-1
5,0,3365.35,3365.35,-1,3368.72
5,0,3365.61,3365.61,-1,3368.99
5,0,3366.54,3366.54,-1,3369.25
4,1,3367.2,3367.2,3370.22,-1
5,0,3368.72,3368.72,-1,3370.57
5,0,3368.26,3368.26,-1,3371.2
5,0,3368.99,3368.99,-1,3371.62
4,1,3370.57,3370.57,3372.5,-1
5,0,3371.62,3371.62,-1,3372.58
5,0,3369.25,3369.25,-1,3372.83
5,0,3371.2,3371.2,-1,3373.33
5,0,3370.22,3370.22,-1,3374.08
2,1,3372.58,3372.58,3374.25,-1
2,1,3373.33,3373.33,3374.56,-1
2,1,3372.5,3372.5,3374.71,-1
0,1,3374.56,3374.56,3375.07,-1
5,0,3372.83,3372.83,-1,3375.35
2,1,3374.08,3374.08,3375.37,-1
3,1,3375.07,3375.07,3376.68,-1
5,0,3374.71,3374.71,-1,3377.66
5,0,3374.25,3374.25,-1,3377.7
0,1,3377.7,3377.7,3377.71,-1
4,1,3375.37,3375.37,3378.07,-1
2,1,3376.68,3376.68,3378.42,-1
5,0,3375.35,3375.35,-1,3378.44
1,1,3378.07,3378.07,3378.56,-1
2,1,3377.71,3377.71,3379.1,-1
3,1,3377.66,3377.66,3380.08,-1
3,1,3379.1,3379.1,3380.67,-1
5,0,3378.42,3378.42,-1,3380.94
5,0,3378.56,3378.56,-1,3381.11
4,1,3378.44,3378.44,3381.48,-1
0,1,3380.94,3380.94,3381.63,-1
5,0,3380.67,3380.67,-1,3382.5
5,0,3380.08,3380.08,-1,3383.14
5,0,3381.11,3381.11,-1,3383.36
5,0,3381.48,3381.48,-1,3384.63
5,0,3382.5,3382.5,-1,3384.64
5,0,3381.63,3381.63,-1,3384.76
5,0,3383.14,3383.14,-1,3385.96
5,0,3383.36,3383.36,-1,3386.03
0,1,3386.03,3386.03,3386.74,-1
4,1,3384.64,3384.64,3386.93,-1
0,1,3386.74,3386.74,3387.01,-1
5,0,3384.63,3384.63,-1,3387.44
5,0,3384.76,3384.76,-1,3388.11
5,0,3385.96,3385.96,-1,3388.5
1,1,3387.44,3387.44,3388.7,-1
1,1,3388.11,3388.11,3388.81,-1
0,1,3388.81,3388.81,3389.27,-1
5,0,3388.7,3388.7,-1,3389.96
5,0,3386.93,3386.93,-1,3389.98
5,0,3387.01,3387.01,-1,3390.33
5,0,3389.27,3389.27,-1,3391.92
5,0,3390.33,3390.33,-1,3392.02
4,1,3388.5,3388.5,3392.05,-1
5,0,3389.98,3389.98,-1,3392.47
1,1,3392.47,3392.47,3392.74,-1
5,0,3389.96,3389.96,-1,3393.18
5,0,3392.02,3392.02,-1,3393.21
1,1,3392.74,3392.74,3393.86,-1
5,0,3392.05,3392.05,-1,3395.24
5,0,3391.92,3391.92,-1,3395.32
5,0,3393.21,3393.21,-1,3395.45
5,0,3393.18,3393.18,-1,3396.61
5,0,3393.86,3393.86,-1,3396.81
0,1,3396.81,3396.81,3396.86,-1
0,1,3396.86,3396.86,3397.79,-1
5,0,3395.45,3395.45,-1,3397.99
5,0,3396.61,3396.61,-1,3398.46
5,0,3395.24,3395.24,-1,3398.6
5,0,3395.32,3395.32,-1,3398.69
5,0,3397.79,3397.79,-1,3400.49
5,0,3398.69,3398.69,-1,3401.01
5,0,3398.46,3398.46,-1,3401.11
0,1,3400.49,3400.49,3401.3,-1
5,0,3397.99,3397.99,-1,3401.42
5,0,3398.6,3398.6,-1,3401.62
0,1,3401.62,3401.62,3401.73,-1
2,1,3401.11,3401.11,3401.93,-1
2,1,3401.01,3401.01,3402.57,-1
5,0,3401.42,3401.42,-1,3403.58
5,0,3401.73,3401.73,-1,3403.99
5,0,3401.93,3401.93,-1,3404.36
3,1,3402.57,3402.57,3404.62,-1
5,0,3401.3,3401.3,-1,3404.66
0,1,3404.36,3404.36,3405.16,-1
1,1,3404.62,3404.62,3406.34,-1
5,0,3403.58,3403.58,-1,3406.38
0,1,3406.38,3406.38,3406.7,-1
5,0,3403.99,3403.99,-1,3407.48
5,0,3405.16,3405.16,-1,3407.62
5,0,3406.34,3406.34,-1,3407.94
5,0,3404.66,3404.66,-1,3408.47
0,1,3407.94,3407.94,3408.49,-1
0,1,3407.62,3407.62,3408.57,-1
0,1,3408.57,3408.57,3408.62,-1
5,0,3407.48,3407.48,-1,3409.36
5,0,3406.7,3406.7,-1,3409.39
1,1,3409.36,3409.36,3410.87,-1
5,0,3408.49,3408.49,-1,3410.93
5,0,3408.62,3408.62,-1,3411.4
0,1,3411.4,3411.4,3412.17,-1
5,0,3409.39,3409.39,-1,3412.38
5,0,3408.47,3408.47,-1,3412.4
0,1,3412.4,3412.4,3412.59,-1
5,0,3410.93,3410.93,-1,3413.4
1,1,3412.59,3412.59,3413.66,-1
5,0,3410.87,3410.87,-1,3413.78
3,1,3412.17,3412.17,3414.33,-1
2,1,3413.66,3413.66,3414.55,-1
5,0,3412.38,3412.38,-1,3415.51
4,1,3413.4,3413.4,3415.74,-1
5,0,3413.78,3413.78,-1,3416.76
2,1,3415.74,3415.74,3417.26,-1
5,0,3414.55,3414.55,-1,3417.65
5,0,3414.33,3414.33,-1,3417.95
5,0,3415.51,3415.51,-1,3418.17
0,1,3417.95,3417.95,3418.9,-1
5,0,3416.76,3416.76,-1,3418.91
2,1,3417.26,3417.26,3418.96,-1
5,0,3417.65,3417.65,-1,3420.03
5,0,3418.91,3418.91,-1,3420.06
1,1,3420.03,3420.03,3420.99,-1
5,0,3418.17,3418.17,-1,3421.11
5,0,3418.9,3418.9,-1,3421.36
5,0,3418.96,3418.96,-1,3421.52
5,0,3420.06,3420.06,-1,3421.95
0,1,3421.36,3421.36,3422.26,-1
5,0,3420.99,3420.99,-1,3422.75
2,1,3421.52,3421.52,3423.22,-1
1,1,3422.26,3422.26,3423.22,-1
4,1,3421.95,3421.95,3424.07,-1
0,1,3423.22,3423.22,3424.09,-1
2,1,3423.22,3423.22,3424.23,-1
5,0,3421.11,3421.11,-1,3424.32
0,1,3424.23,3424.23,3424.9,-1
4,1,3422.75,3422.75,3425.14,-1
0,1,3424.32,3424.32,3425.24,-1
0,1,3425.14,3425.14,3425.58,-1
1,1,3425.24,3425.24,3425.92,-1
5,0,3424.07,3424.07,-1,3426.57
5,0,3424.09,3424.09,-1,3427.36
0,1,3427.36,3427.36,3427.42,-1
5,0,3424.9,3424.9,-1,3427.58
0,1,3427.42,3427.42,3427.92,-1
2,1,3427.58,3427.58,3428.02,-1
5,0,3425.92,3425.92,-1,3428.62
3,1,3426.57,3426.57,3428.91,-1
5,0,3425.58,3425.58,-1,3429.08
3,1,3427.92,3427.92,3429.86,-1
1,1,3429.08,3429.08,3430.47,-1
5,0,3428.02,3428.02,-1,3430.54
5,0,3428.62,3428.62,-1,3431.25
1,1,3430.47,3430.47,3431.52,-1
5,0,3428.91,3428.91,-1,3431.64
5,0,3430.54,3430.54,-1,3431.64
5,0,3429.86,3429.86,-1,3432.08
5,0,3431.25,3431.25,-1,3433.31
4,1,3431.52,3431.52,3433.66,-1
5,0,3431.64,3431.64,-1,3434.37
5,0,3431.64,3431.64,-1,3434.52
1,1,3434.52,3434.52,3434.66,-1
5,0,3432.08,3432.08,-1,3435.24
5,0,3433.66,3433.66,-1,3436.04
5,0,3433.31,3433.31,-1,3436.37
5,0,3434.37,3434.37,-1,3436.44
0,1,3436.04,3436.04,3436.67,-1
2,1,3435.24,3435.24,3436.83,-1
0,1,3436.44,3436.44,3437.29,-1
3,1,3434.66,3434.66,3437.34,-1
5,0,3436.37,3436.37,-1,3437.6
1,1,3437.34,3437.34,3438.39,-1
5,0,3436.83,3436.83,-1,3438.79
5,0,3436.67,3436.67,-1,3439.42
5,0,3437.6,3437.6,-1,3440.33
5,0,3438.39,3438.39,-1,3440.78
5,0,3438.79,3438.79,-1,3440.97
5,0,3437.29,3437.29,-1,3441.16
5,0,3439.42,3439.42,-1,3441.89
4,1,3441.16,3441.16,3442.03,-1
5,0,3440.97,3440.97,-1,3442.3
5,0,3440.78,3440.78,-1,3442.57
5,0,3440.33,3440.33,-1,3442.73
1,1,3442.3,3442.3,3443.33,-1
5,0,3442.03,3442.03,-1,3443.77
5,0,3441.89,3441.89,-1,3443.95
2,1,3442.73,3442.73,3444.29,-1
3,1,3442.57,3442.57,3444.77,-1
5,0,3443.33,3443.33,-1,3446.12
1,1,3446.12,3446.12,3446.53,-1
5,0,3443.95,3443.95,-1,3446.6
5,0,3444.77,3444.77,-1,3447.05
5,0,3444.29,3444.29,-1,3447.31
5,0,3443.77,3443.77,-1,3447.96
2,1,3446.53,3446.53,3449.12,-1
5,0,3447.05,3447.05,-1,3449.41
5,0,3447.31,3447.31,-1,3449.7
3,1,3446.6,3446.6,3449.78,-1
5,0,3449.12,3449.12,-1,3450.84
5,0,3447.96,3447.96,-1,3450.94
1,1,3450.84,3450.84,3451.87,-1
5,0,3449.41,3449.41,-1,3452.34
5,0,3449.7,3449.7,-1,3452.37
5,0,3449.78,3449.78,-1,3452.99
2,1,3452.34,3452.34,3453.27,-1
5,0,3450.94,3450.94,-1,3453.37
1,1,3453.27,3453.27,3453.83,-1
3,1,3451.87,3451.87,3454.17,-1
0,1,3453.83,3453.83,3454.25,-1
5,0,3452.37,3452.37,-1,3454.41
5,0,3452.99,3452.99,-1,3455.72
5,0,3454.17,3454.17,-1,3455.79
5,0,3454.25,3454.25,-1,3455.84
5,0,3453.37,3453.37,-1,3456.19
5,0,3454.41,3454.41,-1,3456.45
0,1,3455.84,3455.84,3456.79,-1
5,0,3455.72,3455.72,-1,3457.7
5,0,3455.79,3455.79,-1,3457.81
5,0,3456.79,3456.79,-1,3458.95
5,0,3456.45,3456.45,-1,3459.39
4,1,3456.19,3456.19,3459.86,-1
3,1,3457.81,3457.81,3459.91,-1
2,1,3459.86,3459.86,3460.73,-1
1,1,3459.91,3459.91,3460.79,-1
5,0,3457.7,3457.7,-1,3460.87
3,1,3458.95,3458.95,3461.37,-1
5,0,3459.39,3459.39,-1,3461.91
1,1,3460.79,3460.79,3462.15,-1
3,1,3460.73,3460.73,3462.94,-1
5,0,3460.87,3460.87,-1,3463.08
5,0,3462.94,3462.94,-1,3463.64
3,1,3462.15,3462.15,3463.71,-1
5,0,3461.37,3461.37,-1,3463.81
4,1,3461.91,3461.91,3464.56,-1
5,0,3463.08,3463.08,-1,3465.63
1,1,3465.63,3465.63,3465.88,-1
5,0,3463.64,3463.64,-1,3466.63
4,1,3463.71,3463.71,3466.73,-1
5,0,3463.81,3463.81,-1,3466.74
4,1,3464.56,3464.56,3467.45,-1
1,1,3466.63,3466.63,3467.81,-1
0,1,3467.81,3467.81,3468.46,-1
5,0,3467.45,3467.45,-1,3468.69
5,0,3465.88,3465.88,-1,3468.91
5,0,3466.74,3466.74,-1,3469.26
4,1,3466.73,3466.73,3469.39,-1
5,0,3468.46,3468.46,-1,3470.73
5,0,3468.69,3468.69,-1,3471.28
5,0,3468.91,3468.91,-1,3471.33
4,1,3469.39,3469.39,3471.75,-1
5,0,3469.26,3469.26,-1,3471.94
2,1,3471.33,3471.33,3472.07,-1
5,0,3471.28,3471.28,-1,3473.4
5,0,3471.75,3471.75,-1,3473.88
5,0,3471.94,3471.94,-1,3473.93
4,1,3470.73,3470.73,3474.09,-1
5,0,3472.07,3472.07,-1,3474.59
2,1,3474.59,3474.59,3475.13,-1
3,1,3474.09,3474.09,3475.48,-1
5,0,3473.88,3473.88,-1,3475.59
5,0,3473.4,3473.4,-1,3475.61
1,1,3473.93,3473.93,3475.69,-1
0,1,3475.48,3475.48,3476.02,-1
3,1,3475.69,3475.69,3477.14,-1
5,0,3475.61,3475.61,-1,3477.24
5,0,3475.13,3475.13,-1,3477.68
5,0,3476.02,3476.02,-1,3478.53
4,1,3475.59,3475.59,3478.79,-1
5,0,3477.14,3477.14,-1,3478.93
3,1,3477.68,3477.68,3479.73,-1
5,0,3477.24,3477.24,-1,3479.86
0,1,3479.86,3479.86,3480.67,-1
5,0,3478.53,3478.53,-1,3481.83
4,1,3478.93,3478.93,3481.9,-1
5,0,3478.79,3478.79,-1,3481.94
5,0,3479.73,3479.73,-1,3482.73
5,0,3481.83,3481.83,-1,3483.56
0,1,3483.56,3483.56,3483.65,-1
5,0,3481.94,3481.94,-1,3483.98
5,0,3480.67,3480.67,-1,3484.64
1,1,3483.98,3483.98,3485.62,-1
5,0,3481.9,3481.9,-1,3485.69
5,0,3482.73,3482.73,-1,3485.71
5,0,3483.65,3483.65,-1,3485.82
0,1,3485.69,3485.69,3486.08,-1
0,1,3486.08,3486.08,3486.52,-1
5,0,3484.64,3484.64,-1,3487.28
0,1,3486.52,3486.52,3487.3,-1
1,1,3487.28,3487.28,3487.7,-1
5,0,3485.62,3485.62,-1,3487.82
3,1,3485.71,3485.71,3488.05,-1
5,0,3485.82,3485.82,-1,3488.16
2,1,3487.3,3487.3,3488.66,-1
0,1,3488.05,3488.05,3488.91,-1
3,1,3487.82,3487.82,3489.64,-1
5,0,3488.16,3488.16,-1,3490.18
5,0,3488.66,3488.66,-1,3490.3
0,1,3490.18,3490.18,3490.36,-1
5,0,3487.7,3487.7,-1,3490.48
5,0,3488.91,3488.91,-1,3491.16
4,1,3489.64,3489.64,3492.39,-1
5,0,3491.16,3491.16,-1,3492.93
3,1,3490.36,3490.36,3493.06,-1
5,0,3490.48,3490.48,-1,3493.24
4,1,3490.3,3490.3,3493.95,-1
5,0,3492.39,3492.39,-1,3494.73
5,0,3492.93,3492.93,-1,3495.21
5,0,3493.06,3493.06,-1,3495.45
5,0,3493.24,3493.24,-1,3495.52
1,1,3495.45,3495.45,3496.47,-1
5,0,3493.95,3493.95,-1,3496.52
0,1,3496.52,3496.52,3496.91,-1
5,0,3494.73,3494.73,-1,3497.08
5,0,3495.21,3495.21,-1,3497.16
3,1,3495.52,3495.52,3497.24,-1
0,1,3496.91,3496.91,3497.28,-1
1,1,3497.16,3497.16,3498.06,-1
0,1,3498.06,3498.06,3498.68,-1
3,1,3497.24,3497.24,3499.09,-1
5,0,3497.28,3497.28,-1,3499.15
0,1,3499.15,3499.15,3499.21,-1
5,0,3496.47,3496.47,-1,3499.39
0,1,3499.39,3499.39,3499.94,-1
5,0,3497.08,3497.08,-1,3500.1
1,1,3500.1,3500.1,3501.33,-1
4,1,3498.68,3498.68,3501.38,-1
5,0,3499.21,3499.21,-1,3501.7
5,0,3499.09,3499.09,-1,3502.19
2,1,3501.38,3501.38,3502.53,-1
5,0,3499.94,3499.94,-1,3503.08
5,0,3501.7,3501.7,-1,3503.22
1,1,3502.53,3502.53,3503.9,-1
5,0,3502.19,3502.19,-1,3503.94
5,0,3501.33,3501.33,-1,3504.11
5,0,3503.22,3503.22,-1,3504.91
5,0,3504.11,3504.11,-1,3506
5,0,3503.9,3503.9,-1,3506.14
0,1,3506.14,3506.14,3506.27,-1
5,0,3503.08,3503.08,-1,3506.4
5,0,3503.94,3503.94,-1,3506.53
2,1,3506.4,3506.4,3507.24,-1
5,0,3504.91,3504.91,-1,3507.33
2,1,3506.53,3506.53,3507.96,-1
2,1,3507.33,3507.33,3508.42,-1
3,1,3507.24,3507.24,3509.12,-1
5,0,3506,3506,-1,3509.42
2,1,3508.42,3508.42,3509.54,-1
5,0,3506.27,3506.27,-1,3509.56
0,1,3509.54,3509.54,3509.94,-1
5,0,3509.12,3509.12,-1,3510.97
5,0,3507.96,3507.96,-1,3511.03
5,0,3509.42,3509.42,-1,3511.26
5,0,3509.56,3509.56,-1,3511.38
5,0,3509.94,3509.94,-1,3512.07
2,1,3510.97,3510.97,3512.68,-1
2,1,3511.26,3511.26,3513.08,-1
5,0,3511.03,3511.03,-1,3513.3
3,1,3511.38,3511.38,3513.61,-1
0,1,3513.08,3513.08,3513.69,-1
3,1,3512.07,3512.07,3515.17,-1
5,0,3513.69,3513.69,-1,3515.5
5,0,3512.68,3512.68,-1,3515.96
5,0,3513.3,3513.3,-1,3516.28
0,1,3515.96,3515.96,3516.76,-1
5,0,3513.61,3513.61,-1,3516.82
1,1,3515.5,3515.5,3517,-1
5,0,3515.17,3515.17,-1,3517.26
1,1,3516.82,3516.82,3517.92,-1
5,0,3516.76,3516.76,-1,3518.04
5,0,3517,3517,-1,3518.74
5,0,3517.26,3517.26,-1,3519.33
0,1,3519.33,3519.33,3519.68,-1
2,1,3518.04,3518.04,3519.77,-1
5,0,3517.92,3517.92,-1,3519.82
5,0,3516.28,3516.28,-1,3520.13
1,1,3519.68,3519.68,3520.3,-1
5,0,3518.74,3518.74,-1,3521.15
2,1,3519.77,3519.77,3521.33,-1
2,1,3520.3,3520.3,3521.48,-1
2,1,3519.82,3519.82,3522.52,-1
2,1,3520.13,3520.13,3522.52,-1
5,0,3521.33,3521.33,-1,3523.81
5,0,3521.48,3521.48,-1,3523.88
5,0,3521.15,3521.15,-1,3524.06
5,0,3522.52,3522.52,-1,3524.56
3,1,3522.52,3522.52,3524.8,-1
5,0,3523.88,3523.88,-1,3525.94
5,0,3524.56,3524.56,-1,3526.37
5,0,3524.06,3524.06,-1,3526.65
5,0,3523.81,3523.81,-1,3527.54
5,0,3526.37,3526.37,-1,3528.01
1,1,3526.65,3526.65,3528.05,-1
0,1,3528.05,3528.05,3528.06,-1
5,0,3524.8,3524.8,-1,3528.15
2,1,3528.01,3528.01,3528.82,-1
4,1,3525.94,3525.94,3529.2,-1
5,0,3527.54,3527.54,-1,3529.99
5,0,3528.06,3528.06,-1,3530.28
5,0,3529.2,3529.2,-1,3530.66
0,1,3530.66,3530.66,3531.27,-1
5,0,3528.15,3528.15,-1,3531.58
5,0,3530.28,3530.28,-1,3531.72
5,0,3529.99,3529.99,-1,3531.93
5,0,3528.82,3528.82,-1,3532.3
0,1,3531.93,3531.93,3532.89,-1
5,0,3531.27,3531.27,-1,3534.13
5,0,3531.72,3531.72,-1,3534.51
5,0,3532.89,3532.89,-1,3534.71
5,0,3531.58,3531.58,-1,3534.85
5,0,3532.3,3532.3,-1,3535.58
